Mês/Ano,Região,Estado,Produto,Quantidade Processada (t)
05/2022,SUDESTE,São Paulo,BAGAÇO OU PALHA DE CANA,"10746,570"
05/2022,CENTRO OESTE,Goiás,CANA DE AÇÚCAR,"8170683,104"
05/2022,CENTRO OESTE,Mato Grosso,CANA DE AÇÚCAR,"1749378,062"
05/2022,CENTRO OESTE,Mato Grosso do Sul,CANA DE AÇÚCAR,"4324142,826"
05/2022,NORDESTE,Bahia,CANA DE AÇÚCAR,"388712,740"
05/2022,NORDESTE,Maranhão,CANA DE AÇÚCAR,"267501,310"
05/2022,NORDESTE,Pernambuco,CANA DE AÇÚCAR,"768,870"
05/2022,NORTE,Pará,CANA DE AÇÚCAR,"45143,920"
05/2022,NORTE,Tocantins,CANA DE AÇÚCAR,"328986,340"
05/2022,SUDESTE,Espírito Santo,CANA DE AÇÚCAR,"242307,337"
05/2022,SUDESTE,Minas Gerais,CANA DE AÇÚCAR,"3516107,818"
05/2022,SUDESTE,Rio de Janeiro,CANA DE AÇÚCAR,"261494,963"
05/2022,SUDESTE,São Paulo,CANA DE AÇÚCAR,"21156040,243"
05/2022,SUL,Paraná,CANA DE AÇÚCAR,"1775202,716"
05/2022,CENTRO OESTE,Goiás,MELAÇO,"63627,510"
05/2022,CENTRO OESTE,Mato Grosso,MELAÇO,"26911,659"
05/2022,CENTRO OESTE,Mato Grosso do Sul,MELAÇO,"20964,905"
05/2022,NORDESTE,Bahia,MELAÇO,"4858,632"
05/2022,NORDESTE,Maranhão,MELAÇO,"1603,026"
05/2022,SUDESTE,Espírito Santo,MELAÇO,"38,220"
05/2022,SUDESTE,Minas Gerais,MELAÇO,"251809,826"
05/2022,SUDESTE,São Paulo,MELAÇO,"1147702,379"
05/2022,CENTRO OESTE,Goiás,MILHO,"83847,000"
05/2022,CENTRO OESTE,Mato Grosso,MILHO,"599777,155"
05/2022,CENTRO OESTE,Mato Grosso do Sul,MILHO,"30183,534"
05/2022,SUDESTE,São Paulo,MILHO,"996,091"
05/2022,SUL,Paraná,MILHO,"4097,651"
05/2022,CENTRO OESTE,Mato Grosso,OUTRAS MATÉRIAS - PRIMAS,"59,000"
05/2022,SUDESTE,Minas Gerais,OUTRAS MATÉRIAS - PRIMAS,"101827,751"
05/2022,SUDESTE,São Paulo,OUTRAS MATÉRIAS - PRIMAS,"5035,505"
05/2022,SUL,Paraná,OUTRAS MATÉRIAS - PRIMAS,"1814,044"
05/2022,SUL,Rio Grande do Sul,OUTRAS MATÉRIAS - PRIMAS,"5,993"
04/2022,SUDESTE,São Paulo,BAGAÇO OU PALHA DE CANA,"8219,720"
04/2022,CENTRO OESTE,Goiás,CANA DE AÇÚCAR,"3519392,006"
04/2022,CENTRO OESTE,Mato Grosso,CANA DE AÇÚCAR,"333041,546"
04/2022,CENTRO OESTE,Mato Grosso do Sul,CANA DE AÇÚCAR,"1813450,489"
04/2022,NORDESTE,Alagoas,CANA DE AÇÚCAR,"4107,730"
04/2022,NORDESTE,Bahia,CANA DE AÇÚCAR,"118632,650"
04/2022,NORDESTE,Maranhão,CANA DE AÇÚCAR,"46493,620"
04/2022,NORDESTE,Paraíba,CANA DE AÇÚCAR,"62762,970"
04/2022,NORDESTE,Pernambuco,CANA DE AÇÚCAR,"46516,486"
04/2022,NORTE,Tocantins,CANA DE AÇÚCAR,"250298,320"
04/2022,SUDESTE,Espírito Santo,CANA DE AÇÚCAR,"97425,262"
04/2022,SUDESTE,Minas Gerais,CANA DE AÇÚCAR,"2146366,738"
04/2022,SUDESTE,Rio de Janeiro,CANA DE AÇÚCAR,"26271,720"
04/2022,SUDESTE,São Paulo,CANA DE AÇÚCAR,"7917578,618"
04/2022,SUL,Paraná,CANA DE AÇÚCAR,"617945,972"
04/2022,CENTRO OESTE,Goiás,MELAÇO,"35772,527"
04/2022,CENTRO OESTE,Mato Grosso,MELAÇO,"5,246"
04/2022,CENTRO OESTE,Mato Grosso do Sul,MELAÇO,"12358,237"
04/2022,NORDESTE,Alagoas,MELAÇO,"713,997"
04/2022,NORDESTE,Pernambuco,MELAÇO,"4027,730"
04/2022,SUDESTE,Minas Gerais,MELAÇO,"92956,101"
04/2022,SUDESTE,São Paulo,MELAÇO,"330833,184"
04/2022,CENTRO OESTE,Goiás,MILHO,"73346,222"
04/2022,CENTRO OESTE,Mato Grosso,MILHO,"607275,791"
04/2022,SUL,Paraná,MILHO,"2366,960"
04/2022,CENTRO OESTE,Mato Grosso,OUTRAS MATÉRIAS - PRIMAS,"43,000"
04/2022,SUDESTE,Minas Gerais,OUTRAS MATÉRIAS - PRIMAS,"5483,439"
04/2022,SUDESTE,São Paulo,OUTRAS MATÉRIAS - PRIMAS,"3492,965"
04/2022,SUL,Paraná,OUTRAS MATÉRIAS - PRIMAS,"1391,352"
03/2022,CENTRO OESTE,Goiás,CANA DE AÇÚCAR,"367144,300"
03/2022,CENTRO OESTE,Mato Grosso do Sul,CANA DE AÇÚCAR,"314487,676"
03/2022,NORDESTE,Alagoas,CANA DE AÇÚCAR,"142626,179"
03/2022,NORDESTE,Paraíba,CANA DE AÇÚCAR,"145366,490"
03/2022,NORDESTE,Pernambuco,CANA DE AÇÚCAR,"118355,331"
03/2022,NORDESTE,Sergipe,CANA DE AÇÚCAR,"18805,930"
03/2022,NORTE,Tocantins,CANA DE AÇÚCAR,"61213,400"
03/2022,SUDESTE,Minas Gerais,CANA DE AÇÚCAR,"99853,154"
03/2022,SUDESTE,São Paulo,CANA DE AÇÚCAR,"68753,910"
03/2022,CENTRO OESTE,Goiás,MELAÇO,"4053,289"
03/2022,CENTRO OESTE,Mato Grosso do Sul,MELAÇO,"9628,830"
03/2022,NORDESTE,Alagoas,MELAÇO,"84717,323"
03/2022,NORDESTE,Pernambuco,MELAÇO,"29497,420"
03/2022,SUDESTE,Minas Gerais,MELAÇO,"873,524"
03/2022,CENTRO OESTE,Goiás,MILHO,"96485,680"
03/2022,CENTRO OESTE,Mato Grosso,MILHO,"586494,520"
03/2022,SUDESTE,São Paulo,MILHO,"2559,401"
03/2022,SUL,Paraná,MILHO,"9034,900"
03/2022,CENTRO OESTE,Mato Grosso,OUTRAS MATÉRIAS - PRIMAS,"95,000"
03/2022,SUDESTE,Minas Gerais,OUTRAS MATÉRIAS - PRIMAS,"4570,378"
03/2022,SUL,Paraná,OUTRAS MATÉRIAS - PRIMAS,"1058,874"
02/2022,CENTRO OESTE,Goiás,CANA DE AÇÚCAR,"159380,110"
02/2022,NORDESTE,Alagoas,CANA DE AÇÚCAR,"187678,859"
02/2022,NORDESTE,Paraíba,CANA DE AÇÚCAR,"136116,018"
02/2022,NORDESTE,Pernambuco,CANA DE AÇÚCAR,"238124,234"
02/2022,NORDESTE,Sergipe,CANA DE AÇÚCAR,"110821,842"
02/2022,NORDESTE,Alagoas,MELAÇO,"113472,373"
02/2022,NORDESTE,Paraíba,MELAÇO,"0,146"
02/2022,NORDESTE,Pernambuco,MELAÇO,"67558,506"
02/2022,NORDESTE,Sergipe,MELAÇO,"8648,440"
02/2022,SUDESTE,São Paulo,MELAÇO,"7206,583"
02/2022,CENTRO OESTE,Goiás,MILHO,"65585,050"
02/2022,CENTRO OESTE,Mato Grosso,MILHO,"544166,564"
02/2022,SUDESTE,São Paulo,MILHO,"1468,212"
02/2022,SUL,Paraná,MILHO,"8590,323"
02/2022,CENTRO OESTE,Mato Grosso,OUTRAS MATÉRIAS - PRIMAS,"81,460"
02/2022,NORDESTE,Pernambuco,OUTRAS MATÉRIAS - PRIMAS,"4330,176"
02/2022,SUDESTE,Minas Gerais,OUTRAS MATÉRIAS - PRIMAS,"3853,709"
01/2022,SUDESTE,São Paulo,BAGAÇO OU PALHA DE CANA,"6049,170"
01/2022,NORDESTE,Alagoas,CANA DE AÇÚCAR,"347511,074"
01/2022,NORDESTE,Paraíba,CANA DE AÇÚCAR,"442177,666"
01/2022,NORDESTE,Pernambuco,CANA DE AÇÚCAR,"406026,014"
01/2022,NORDESTE,Rio Grande do Norte,CANA DE AÇÚCAR,"101265,114"
01/2022,NORDESTE,Sergipe,CANA DE AÇÚCAR,"206011,588"
01/2022,NORTE,Amazonas,CANA DE AÇÚCAR,"15068,060"
01/2022,NORDESTE,Alagoas,MELAÇO,"134065,961"
01/2022,NORDESTE,Paraíba,MELAÇO,"3,914"
01/2022,NORDESTE,Pernambuco,MELAÇO,"72023,100"
01/2022,NORDESTE,Rio Grande do Norte,MELAÇO,"6339,986"
01/2022,NORDESTE,Sergipe,MELAÇO,"9071,516"
01/2022,SUDESTE,São Paulo,MELAÇO,"6175,878"
01/2022,CENTRO OESTE,Goiás,MILHO,"74844,339"
01/2022,CENTRO OESTE,Mato Grosso,MILHO,"605411,099"
01/2022,SUDESTE,São Paulo,MILHO,"1884,726"
01/2022,SUL,Paraná,MILHO,"10130,651"
01/2022,CENTRO OESTE,Mato Grosso,OUTRAS MATÉRIAS - PRIMAS,"196,860"
01/2022,NORDESTE,Pernambuco,OUTRAS MATÉRIAS - PRIMAS,"11888,092"
01/2022,SUDESTE,Minas Gerais,OUTRAS MATÉRIAS - PRIMAS,"13,608"
01/2022,SUDESTE,São Paulo,OUTRAS MATÉRIAS - PRIMAS,"2423,337"
01/2022,SUL,Rio Grande do Sul,OUTRAS MATÉRIAS - PRIMAS,"3,443"
12/2021,SUDESTE,São Paulo,BAGAÇO OU PALHA DE CANA,"11170,750"
12/2021,CENTRO OESTE,Goiás,CANA DE AÇÚCAR,"364275,874"
12/2021,CENTRO OESTE,Mato Grosso,CANA DE AÇÚCAR,"15000,480"
12/2021,CENTRO OESTE,Mato Grosso do Sul,CANA DE AÇÚCAR,"17425,010"
12/2021,NORDESTE,Alagoas,CANA DE AÇÚCAR,"516108,552"
12/2021,NORDESTE,Bahia,CANA DE AÇÚCAR,"3612,640"
12/2021,NORDESTE,Maranhão,CANA DE AÇÚCAR,"83916,730"
12/2021,NORDESTE,Paraíba,CANA DE AÇÚCAR,"651489,670"
12/2021,NORDESTE,Pernambuco,CANA DE AÇÚCAR,"499326,783"
12/2021,NORDESTE,Rio Grande do Norte,CANA DE AÇÚCAR,"236377,498"
12/2021,NORDESTE,Sergipe,CANA DE AÇÚCAR,"232474,886"
12/2021,NORTE,Amazonas,CANA DE AÇÚCAR,"16026,180"
12/2021,NORTE,Pará,CANA DE AÇÚCAR,"85616,575"
12/2021,SUDESTE,Espírito Santo,CANA DE AÇÚCAR,"28334,192"
12/2021,SUDESTE,Minas Gerais,CANA DE AÇÚCAR,"92697,220"
12/2021,SUDESTE,Rio de Janeiro,CANA DE AÇÚCAR,"2064,020"
12/2021,SUDESTE,São Paulo,CANA DE AÇÚCAR,"125999,234"
12/2021,SUL,Paraná,CANA DE AÇÚCAR,"53446,456"
12/2021,CENTRO OESTE,Goiás,MELAÇO,"170,528"
12/2021,NORDESTE,Alagoas,MELAÇO,"124248,692"
12/2021,NORDESTE,Bahia,MELAÇO,"2324,240"
12/2021,NORDESTE,Paraíba,MELAÇO,"82,737"
12/2021,NORDESTE,Pernambuco,MELAÇO,"84193,102"
12/2021,NORDESTE,Piauí,MELAÇO,"8919,495"
12/2021,NORDESTE,Rio Grande do Norte,MELAÇO,"1949,725"
12/2021,NORDESTE,Sergipe,MELAÇO,"8073,088"
12/2021,SUDESTE,São Paulo,MELAÇO,"4987,529"
12/2021,CENTRO OESTE,Goiás,MILHO,"109486,737"
12/2021,CENTRO OESTE,Mato Grosso,MILHO,"612860,182"
12/2021,SUDESTE,São Paulo,MILHO,"56,055"
12/2021,SUL,Paraná,MILHO,"9906,922"
12/2021,CENTRO OESTE,Mato Grosso,OUTRAS MATÉRIAS - PRIMAS,"8,000"
12/2021,NORDESTE,Pernambuco,OUTRAS MATÉRIAS - PRIMAS,"14268,176"
12/2021,SUDESTE,Minas Gerais,OUTRAS MATÉRIAS - PRIMAS,"2795,283"
12/2021,SUL,Paraná,OUTRAS MATÉRIAS - PRIMAS,"905,989"
11/2021,SUDESTE,São Paulo,BAGAÇO OU PALHA DE CANA,"10050,320"
11/2021,CENTRO OESTE,Goiás,CANA DE AÇÚCAR,"2319477,026"
11/2021,CENTRO OESTE,Mato Grosso,CANA DE AÇÚCAR,"544996,769"
11/2021,CENTRO OESTE,Mato Grosso do Sul,CANA DE AÇÚCAR,"1351134,716"
11/2021,NORDESTE,Alagoas,CANA DE AÇÚCAR,"432679,211"
11/2021,NORDESTE,Bahia,CANA DE AÇÚCAR,"286353,470"
11/2021,NORDESTE,Maranhão,CANA DE AÇÚCAR,"132529,300"
11/2021,NORDESTE,Paraíba,CANA DE AÇÚCAR,"863895,447"
11/2021,NORDESTE,Pernambuco,CANA DE AÇÚCAR,"557793,801"
11/2021,NORDESTE,Piauí,CANA DE AÇÚCAR,"13972,248"
11/2021,NORDESTE,Rio Grande do Norte,CANA DE AÇÚCAR,"260318,774"
11/2021,NORDESTE,Sergipe,CANA DE AÇÚCAR,"249262,354"
11/2021,NORTE,Amazonas,CANA DE AÇÚCAR,"20182,680"
11/2021,NORTE,Pará,CANA DE AÇÚCAR,"95658,401"
11/2021,NORTE,Tocantins,CANA DE AÇÚCAR,"226714,100"
11/2021,SUDESTE,Espírito Santo,CANA DE AÇÚCAR,"123599,381"
11/2021,SUDESTE,Minas Gerais,CANA DE AÇÚCAR,"1315340,400"
11/2021,SUDESTE,Rio de Janeiro,CANA DE AÇÚCAR,"55643,780"
11/2021,SUDESTE,São Paulo,CANA DE AÇÚCAR,"3407895,256"
11/2021,SUL,Paraná,CANA DE AÇÚCAR,"1113813,319"
11/2021,CENTRO OESTE,Goiás,MELAÇO,"14650,489"
11/2021,CENTRO OESTE,Mato Grosso,MELAÇO,"6438,000"
11/2021,CENTRO OESTE,Mato Grosso do Sul,MELAÇO,"68,400"
11/2021,NORDESTE,Alagoas,MELAÇO,"136057,157"
11/2021,NORDESTE,Bahia,MELAÇO,"9833,757"
11/2021,NORDESTE,Paraíba,MELAÇO,"2736,373"
11/2021,NORDESTE,Pernambuco,MELAÇO,"94553,501"
11/2021,NORDESTE,Piauí,MELAÇO,"15012,734"
11/2021,NORDESTE,Rio Grande do Norte,MELAÇO,"11288,088"
11/2021,NORDESTE,Sergipe,MELAÇO,"8889,580"
11/2021,SUDESTE,Minas Gerais,MELAÇO,"45675,659"
11/2021,SUDESTE,São Paulo,MELAÇO,"211368,581"
11/2021,CENTRO OESTE,Goiás,MILHO,"110363,298"
11/2021,CENTRO OESTE,Mato Grosso,MILHO,"598258,261"
11/2021,SUDESTE,São Paulo,MILHO,"2724,026"
11/2021,SUL,Paraná,MILHO,"7033,700"
11/2021,CENTRO OESTE,Goiás,OUTRAS MATÉRIAS - PRIMAS,"1326,966"
11/2021,NORDESTE,Pernambuco,OUTRAS MATÉRIAS - PRIMAS,"13333,241"
11/2021,SUDESTE,Minas Gerais,OUTRAS MATÉRIAS - PRIMAS,"4675,472"
11/2021,SUDESTE,São Paulo,OUTRAS MATÉRIAS - PRIMAS,"5342,973"
11/2021,SUL,Paraná,OUTRAS MATÉRIAS - PRIMAS,"609,835"
10/2021,SUDESTE,São Paulo,BAGAÇO OU PALHA DE CANA,"10894,240"
10/2021,CENTRO OESTE,Goiás,CANA DE AÇÚCAR,"4837906,295"
10/2021,CENTRO OESTE,Mato Grosso,CANA DE AÇÚCAR,"1376311,634"
10/2021,CENTRO OESTE,Mato Grosso do Sul,CANA DE AÇÚCAR,"1918779,373"
10/2021,NORDESTE,Alagoas,CANA DE AÇÚCAR,"548481,942"
10/2021,NORDESTE,Bahia,CANA DE AÇÚCAR,"358923,880"
10/2021,NORDESTE,Maranhão,CANA DE AÇÚCAR,"134859,150"
10/2021,NORDESTE,Paraíba,CANA DE AÇÚCAR,"854864,735"
10/2021,NORDESTE,Pernambuco,CANA DE AÇÚCAR,"565136,604"
10/2021,NORDESTE,Piauí,CANA DE AÇÚCAR,"28506,613"
10/2021,NORDESTE,Rio Grande do Norte,CANA DE AÇÚCAR,"255415,106"
10/2021,NORDESTE,Sergipe,CANA DE AÇÚCAR,"280083,588"
10/2021,NORTE,Amazonas,CANA DE AÇÚCAR,"17510,700"
10/2021,NORTE,Pará,CANA DE AÇÚCAR,"118772,926"
10/2021,NORTE,Tocantins,CANA DE AÇÚCAR,"254544,900"
10/2021,SUDESTE,Espírito Santo,CANA DE AÇÚCAR,"163407,070"
10/2021,SUDESTE,Minas Gerais,CANA DE AÇÚCAR,"2231201,800"
10/2021,SUDESTE,Rio de Janeiro,CANA DE AÇÚCAR,"158964,860"
10/2021,SUDESTE,São Paulo,CANA DE AÇÚCAR,"9373043,286"
10/2021,SUL,Paraná,CANA DE AÇÚCAR,"785363,856"
10/2021,CENTRO OESTE,Goiás,MELAÇO,"49319,196"
10/2021,CENTRO OESTE,Mato Grosso,MELAÇO,"14133,000"
10/2021,CENTRO OESTE,Mato Grosso do Sul,MELAÇO,"3114,944"
10/2021,NORDESTE,Alagoas,MELAÇO,"128748,297"
10/2021,NORDESTE,Bahia,MELAÇO,"9065,282"
10/2021,NORDESTE,Paraíba,MELAÇO,"4,601"
10/2021,NORDESTE,Pernambuco,MELAÇO,"93969,685"
10/2021,NORDESTE,Piauí,MELAÇO,"15898,145"
10/2021,NORDESTE,Rio Grande do Norte,MELAÇO,"10482,774"
10/2021,NORDESTE,Sergipe,MELAÇO,"8818,255"
10/2021,SUDESTE,Minas Gerais,MELAÇO,"184052,887"
10/2021,SUDESTE,São Paulo,MELAÇO,"645765,897"
10/2021,CENTRO OESTE,Goiás,MILHO,"86348,352"
10/2021,CENTRO OESTE,Mato Grosso,MILHO,"632511,149"
10/2021,SUDESTE,São Paulo,MILHO,"0,002"
10/2021,SUL,Paraná,MILHO,"2509,999"
10/2021,CENTRO OESTE,Goiás,OUTRAS MATÉRIAS - PRIMAS,"1883,824"
10/2021,NORDESTE,Pernambuco,OUTRAS MATÉRIAS - PRIMAS,"12204,538"
10/2021,SUDESTE,Minas Gerais,OUTRAS MATÉRIAS - PRIMAS,"84241,999"
10/2021,SUDESTE,São Paulo,OUTRAS MATÉRIAS - PRIMAS,"6590,951"
09/2021,SUDESTE,São Paulo,BAGAÇO OU PALHA DE CANA,"11368,730"
09/2021,CENTRO OESTE,Goiás,CANA DE AÇÚCAR,"6819913,131"
09/2021,CENTRO OESTE,Mato Grosso,CANA DE AÇÚCAR,"1487838,740"
09/2021,CENTRO OESTE,Mato Grosso do Sul,CANA DE AÇÚCAR,"4118327,449"
09/2021,NORDESTE,Alagoas,CANA DE AÇÚCAR,"197923,906"
09/2021,NORDESTE,Bahia,CANA DE AÇÚCAR,"473285,165"
09/2021,NORDESTE,Maranhão,CANA DE AÇÚCAR,"329072,778"
09/2021,NORDESTE,Paraíba,CANA DE AÇÚCAR,"808654,040"
09/2021,NORDESTE,Pernambuco,CANA DE AÇÚCAR,"351546,376"
09/2021,NORDESTE,Piauí,CANA DE AÇÚCAR,"45622,846"
09/2021,NORDESTE,Rio Grande do Norte,CANA DE AÇÚCAR,"167337,894"
09/2021,NORDESTE,Sergipe,CANA DE AÇÚCAR,"25406,476"
09/2021,NORTE,Amazonas,CANA DE AÇÚCAR,"15797,240"
09/2021,NORTE,Pará,CANA DE AÇÚCAR,"111259,298"
09/2021,NORTE,Tocantins,CANA DE AÇÚCAR,"278034,940"
09/2021,SUDESTE,Espírito Santo,CANA DE AÇÚCAR,"200822,025"
09/2021,SUDESTE,Minas Gerais,CANA DE AÇÚCAR,"3521628,930"
09/2021,SUDESTE,Rio de Janeiro,CANA DE AÇÚCAR,"337214,790"
09/2021,SUDESTE,São Paulo,CANA DE AÇÚCAR,"19567987,587"
09/2021,SUL,Paraná,CANA DE AÇÚCAR,"1963987,912"
09/2021,CENTRO OESTE,Goiás,MELAÇO,"88633,367"
09/2021,CENTRO OESTE,Mato Grosso,MELAÇO,"11593,000"
09/2021,CENTRO OESTE,Mato Grosso do Sul,MELAÇO,"22587,852"
09/2021,NORDESTE,Alagoas,MELAÇO,"56600,507"
09/2021,NORDESTE,Bahia,MELAÇO,"12572,755"
09/2021,NORDESTE,Maranhão,MELAÇO,"1989,000"
09/2021,NORDESTE,Paraíba,MELAÇO,"4,936"
09/2021,NORDESTE,Pernambuco,MELAÇO,"57144,051"
09/2021,NORDESTE,Piauí,MELAÇO,"16064,063"
09/2021,NORDESTE,Rio Grande do Norte,MELAÇO,"8281,164"
09/2021,NORDESTE,Sergipe,MELAÇO,"1841,801"
09/2021,SUDESTE,Minas Gerais,MELAÇO,"302695,258"
09/2021,SUDESTE,São Paulo,MELAÇO,"1121825,972"
09/2021,CENTRO OESTE,Goiás,MILHO,"83486,620"
09/2021,CENTRO OESTE,Mato Grosso,MILHO,"626308,028"
09/2021,SUDESTE,São Paulo,MILHO,"1321,865"
09/2021,SUL,Paraná,MILHO,"8100,755"
09/2021,CENTRO OESTE,Goiás,OUTRAS MATÉRIAS - PRIMAS,"2013,020"
09/2021,CENTRO OESTE,Mato Grosso,OUTRAS MATÉRIAS - PRIMAS,"10,940"
09/2021,SUDESTE,Espírito Santo,OUTRAS MATÉRIAS - PRIMAS,"893,845"
09/2021,SUDESTE,Minas Gerais,OUTRAS MATÉRIAS - PRIMAS,"113033,294"
09/2021,SUDESTE,São Paulo,OUTRAS MATÉRIAS - PRIMAS,"4536,943"
09/2021,SUL,Paraná,OUTRAS MATÉRIAS - PRIMAS,"1483,702"
08/2021,SUDESTE,São Paulo,BAGAÇO OU PALHA DE CANA,"6052,600"
08/2021,CENTRO OESTE,Goiás,CANA DE AÇÚCAR,"7758301,503"
08/2021,CENTRO OESTE,Mato Grosso,CANA DE AÇÚCAR,"1731252,083"
08/2021,CENTRO OESTE,Mato Grosso do Sul,CANA DE AÇÚCAR,"4483831,314"
08/2021,NORDESTE,Alagoas,CANA DE AÇÚCAR,"24070,892"
08/2021,NORDESTE,Bahia,CANA DE AÇÚCAR,"546213,180"
08/2021,NORDESTE,Maranhão,CANA DE AÇÚCAR,"370818,100"
08/2021,NORDESTE,Paraíba,CANA DE AÇÚCAR,"616829,346"
08/2021,NORDESTE,Piauí,CANA DE AÇÚCAR,"56312,996"
08/2021,NORDESTE,Rio Grande do Norte,CANA DE AÇÚCAR,"43694,979"
08/2021,NORTE,Amazonas,CANA DE AÇÚCAR,"9672,440"
08/2021,NORTE,Pará,CANA DE AÇÚCAR,"106748,993"
08/2021,NORTE,Tocantins,CANA DE AÇÚCAR,"340505,250"
08/2021,SUDESTE,Espírito Santo,CANA DE AÇÚCAR,"231809,136"
08/2021,SUDESTE,Minas Gerais,CANA DE AÇÚCAR,"4112922,826"
08/2021,SUDESTE,Rio de Janeiro,CANA DE AÇÚCAR,"367661,510"
08/2021,SUDESTE,São Paulo,CANA DE AÇÚCAR,"21274429,397"
08/2021,SUL,Paraná,CANA DE AÇÚCAR,"2170732,110"
08/2021,CENTRO OESTE,Goiás,MELAÇO,"89438,944"
08/2021,CENTRO OESTE,Mato Grosso,MELAÇO,"11481,000"
08/2021,CENTRO OESTE,Mato Grosso do Sul,MELAÇO,"46228,228"
08/2021,NORDESTE,Alagoas,MELAÇO,"2028,253"
08/2021,NORDESTE,Bahia,MELAÇO,"9273,214"
08/2021,NORDESTE,Maranhão,MELAÇO,"2999,000"
08/2021,NORDESTE,Paraíba,MELAÇO,"204,429"
08/2021,NORDESTE,Piauí,MELAÇO,"15332,400"
08/2021,NORDESTE,Rio Grande do Norte,MELAÇO,"1911,086"
08/2021,SUDESTE,Minas Gerais,MELAÇO,"336490,324"
08/2021,SUDESTE,São Paulo,MELAÇO,"1190073,489"
08/2021,CENTRO OESTE,Goiás,MILHO,"95167,678"
08/2021,CENTRO OESTE,Mato Grosso,MILHO,"613901,021"
08/2021,SUDESTE,São Paulo,MILHO,"2478,611"
08/2021,SUL,Paraná,MILHO,"3537,981"
08/2021,CENTRO OESTE,Goiás,OUTRAS MATÉRIAS - PRIMAS,"5115,026"
08/2021,CENTRO OESTE,Mato Grosso,OUTRAS MATÉRIAS - PRIMAS,"933,120"
08/2021,SUDESTE,Minas Gerais,OUTRAS MATÉRIAS - PRIMAS,"4023,335"
08/2021,SUDESTE,São Paulo,OUTRAS MATÉRIAS - PRIMAS,"2811,063"
08/2021,SUL,Paraná,OUTRAS MATÉRIAS - PRIMAS,"1737,377"
07/2021,CENTRO OESTE,Goiás,CANA DE AÇÚCAR,"8058388,613"
07/2021,CENTRO OESTE,Mato Grosso,CANA DE AÇÚCAR,"1882375,969"
07/2021,CENTRO OESTE,Mato Grosso do Sul,CANA DE AÇÚCAR,"4830940,356"
07/2021,NORDESTE,Bahia,CANA DE AÇÚCAR,"561072,580"
07/2021,NORDESTE,Maranhão,CANA DE AÇÚCAR,"391604,907"
07/2021,NORDESTE,Paraíba,CANA DE AÇÚCAR,"121157,740"
07/2021,NORDESTE,Piauí,CANA DE AÇÚCAR,"51180,621"
07/2021,NORTE,Pará,CANA DE AÇÚCAR,"118141,626"
07/2021,NORTE,Tocantins,CANA DE AÇÚCAR,"321168,200"
07/2021,SUDESTE,Espírito Santo,CANA DE AÇÚCAR,"267841,951"
07/2021,SUDESTE,Minas Gerais,CANA DE AÇÚCAR,"4358144,751"
07/2021,SUDESTE,Rio de Janeiro,CANA DE AÇÚCAR,"387422,780"
07/2021,SUDESTE,São Paulo,CANA DE AÇÚCAR,"22390746,718"
07/2021,SUL,Paraná,CANA DE AÇÚCAR,"2309215,663"
07/2021,CENTRO OESTE,Goiás,MELAÇO,"73213,582"
07/2021,CENTRO OESTE,Mato Grosso,MELAÇO,"10790,000"
07/2021,CENTRO OESTE,Mato Grosso do Sul,MELAÇO,"67978,731"
07/2021,NORDESTE,Bahia,MELAÇO,"11025,816"
07/2021,NORDESTE,Maranhão,MELAÇO,"2,574"
07/2021,NORDESTE,Piauí,MELAÇO,"14933,886"
07/2021,SUDESTE,Minas Gerais,MELAÇO,"345493,368"
07/2021,SUDESTE,São Paulo,MELAÇO,"1219571,855"
07/2021,CENTRO OESTE,Goiás,MILHO,"92789,956"
07/2021,CENTRO OESTE,Mato Grosso,MILHO,"600535,294"
07/2021,SUDESTE,São Paulo,MILHO,"1808,962"
07/2021,SUL,Paraná,MILHO,"3757,309"
07/2021,CENTRO OESTE,Goiás,OUTRAS MATÉRIAS - PRIMAS,"3105,689"
07/2021,CENTRO OESTE,Mato Grosso,OUTRAS MATÉRIAS - PRIMAS,"448,890"
07/2021,SUDESTE,Minas Gerais,OUTRAS MATÉRIAS - PRIMAS,"4645,131"
07/2021,SUDESTE,São Paulo,OUTRAS MATÉRIAS - PRIMAS,"2196,049"
07/2021,SUL,Paraná,OUTRAS MATÉRIAS - PRIMAS,"853,394"
07/2021,SUL,Rio Grande do Sul,OUTRAS MATÉRIAS - PRIMAS,"4,884"
06/2021,SUDESTE,São Paulo,BAGAÇO OU PALHA DE CANA,"2616,950"
06/2021,CENTRO OESTE,Goiás,CANA DE AÇÚCAR,"7310388,655"
06/2021,CENTRO OESTE,Mato Grosso,CANA DE AÇÚCAR,"1913053,954"
06/2021,CENTRO OESTE,Mato Grosso do Sul,CANA DE AÇÚCAR,"3693481,442"
06/2021,NORDESTE,Bahia,CANA DE AÇÚCAR,"488098,240"
06/2021,NORDESTE,Maranhão,CANA DE AÇÚCAR,"332863,110"
06/2021,NORDESTE,Piauí,CANA DE AÇÚCAR,"24224,822"
06/2021,NORTE,Pará,CANA DE AÇÚCAR,"98292,075"
06/2021,NORTE,Tocantins,CANA DE AÇÚCAR,"359201,390"
06/2021,SUDESTE,Espírito Santo,CANA DE AÇÚCAR,"217545,109"
06/2021,SUDESTE,Minas Gerais,CANA DE AÇÚCAR,"3718914,277"
06/2021,SUDESTE,Rio de Janeiro,CANA DE AÇÚCAR,"252751,720"
